,AC,AF,AR,AS,AST,AY,AwayTeam,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,WHA,WHD,WHH,HomeLastWin,VisitorLastWin,HmLasthlll,VisLasthlll,Hmdwl,Visdwl,HomeWinStreak,VisitorWinStreak,HomeUnbeatenStreak,VisitorUnbeatenStreak,HomeLosingStreak,VisitorLosingStreak,prev_HS,prev_AS,prev_HST,prev_AST,prev_HC,prev_AC,AtHomeWinStreak,HomeWinAgainstVisitor,HomeWinAgainstVisitorStreak,VisitorWinAgainstHomeStreak,VisitorWPLast5,HomeWPLast5,VisitorWPALast5,HomeWPHLast5,HomeWinAgainstVisitorL5,VisitorWinAgainstHomeL5
5329,3.0,7.0,0.0,11.0,3.0,1.0,Chelsea,18/08/14,E0,3.0,1.0,A,4.0,6.0,0.0,9.0,2.0,3.0,1.0,A,1.0,Burnley,1.4,4.6,6.8,M Oliver,1.4,4.2,9.0,1,1,0,0,1,1,1,1,1,3,0,0,16.0,28.0,12.0,7.0,5.0,8.0,1,0,0,2,0.8,0.4,0.6,0.2,0.0,1.0
5330,7.0,8.0,1.0,11.0,4.0,0.0,Newcastle,23/08/14,E0,0.0,0.0,D,7.0,11.0,0.0,9.0,0.0,0.0,0.0,D,4.0,Aston Villa,2.9,3.3,2.3,M Dean,2.9,3.25,2.45,1,0,0,0,0,0,1,0,1,0,0,2,7.0,12.0,2.0,0.0,8.0,3.0,1,0,0,4,0.2,0.4,0.0,0.6,0.2,0.8
5331,7.0,11.0,0.0,6.0,4.0,1.0,Leicester,23/08/14,E0,0.0,2.0,H,8.0,11.0,0.0,27.0,10.0,0.0,0.0,D,0.0,Chelsea,12.0,5.5,1.22,L Mason,15.0,5.5,1.22,1,0,0,0,0,0,2,0,4,1,0,0,11.0,11.0,3.0,3.0,3.0,3.0,0,2,4,0,0.2,0.8,0.2,0.8,0.8,0.2
5332,9.0,11.0,0.0,17.0,8.0,3.0,West Ham,23/08/14,E0,3.0,1.0,A,6.0,14.0,0.0,9.0,4.0,2.0,0.0,A,1.0,Crystal Palace,2.9,3.3,2.3,M Clattenburg,2.8,3.2,2.5,0,0,0,0,0,0,0,0,0,0,1,2,4.0,18.0,2.0,4.0,3.0,8.0,0,1,2,0,0.2,0.6,0.2,0.4,1.0,0.0
5333,3.0,18.0,0.0,13.0,3.0,4.0,Arsenal,23/08/14,E0,2.0,2.0,D,3.0,10.0,0.0,8.0,2.0,0.0,2.0,H,1.0,Everton,2.4,3.3,2.75,K Friend,2.7,3.1,2.7,0,1,0,0,0,0,0,6,2,6,0,0,13.0,14.0,3.0,6.0,6.0,9.0,0,1,1,0,1.0,0.4,0.6,0.6,0.2,0.8
5334,5.0,15.0,0.0,8.0,2.0,2.0,West Brom,23/08/14,E0,0.0,0.0,D,1.0,14.0,0.0,8.0,2.0,0.0,0.0,D,1.0,Southampton,3.7,3.35,1.95,R East,4.5,3.2,1.91,0,0,0,0,0,0,0,0,0,1,1,0,12.0,10.0,6.0,5.0,6.0,6.0,0,1,2,0,0.2,0.4,0.2,0.6,0.6,0.4
5335,3.0,13.0,0.0,12.0,1.0,1.0,Burnley,23/08/14,E0,0.0,1.0,H,2.0,14.0,0.0,10.0,5.0,0.0,1.0,H,2.0,Swansea,4.7,3.6,1.7,C Pawson,6.0,3.4,1.67,1,0,0,0,0,0,2,0,2,0,0,1,5.0,9.0,4.0,2.0,0.0,4.0,0,0,0,0,0.2,0.8,0.2,0.4,0.0,0.0
5336,5.0,10.0,0.0,19.0,3.0,3.0,Stoke,24/08/14,E0,1.0,1.0,D,4.0,10.0,1.0,9.0,2.0,0.0,1.0,H,1.0,Hull,2.9,3.3,2.3,J Moss,2.8,3.2,2.5,1,0,0,0,0,0,1,0,1,0,0,1,11.0,12.0,4.0,2.0,9.0,2.0,0,1,0,2,0.6,0.2,0.4,0.4,0.25,0.75
5337,4.0,15.0,0.0,10.0,3.0,2.0,Man United,24/08/14,E0,1.0,1.0,D,4.0,10.0,0.0,11.0,3.0,1.0,1.0,D,0.0,Sunderland,1.65,3.7,4.9,M Atkinson,1.8,3.5,4.5,0,0,0,0,0,0,0,0,1,0,0,1,7.0,14.0,2.0,5.0,3.0,4.0,0,0,1,0,0.4,0.8,0.8,0.4,0.2,0.8
5338,6.0,6.0,0.0,9.0,1.0,1.0,QPR,24/08/14,E0,0.0,4.0,H,7.0,12.0,0.0,18.0,5.0,0.0,3.0,H,0.0,Tottenham,7.0,4.0,1.45,A Taylor,7.0,4.0,1.5,1,0,0,0,0,0,2,0,2,0,0,4,10.0,19.0,4.0,6.0,5.0,8.0,4,2,1,0,0.0,0.8,0.2,0.8,0.6666666666666666,0.3333333333333333
5339,7.0,7.0,0.0,11.0,3.0,1.0,Liverpool,25/08/14,E0,1.0,3.0,H,6.0,13.0,0.0,9.0,4.0,0.0,1.0,H,1.0,Man City,4.0,3.45,1.85,M Oliver,4.33,3.4,1.85,1,1,0,0,0,0,6,2,7,3,0,0,13.0,12.0,5.0,5.0,3.0,2.0,3,3,0,1,0.8,1.0,1.0,1.0,0.6,0.4
5340,6.0,14.0,0.0,7.0,2.0,2.0,Man United,30/08/14,E0,0.0,0.0,D,3.0,10.0,0.0,9.0,3.0,0.0,0.0,D,2.0,Burnley,1.55,3.9,5.6,C Foy,1.62,3.4,6.5,0,0,0,0,0,0,0,0,0,1,2,0,12.0,10.0,1.0,3.0,3.0,4.0,0,1,0,1,0.4,0.2,0.8,0.2,0.5,0.5
5341,2.0,16.0,0.0,12.0,8.0,3.0,Chelsea,30/08/14,E0,6.0,3.0,A,8.0,7.0,0.0,17.0,7.0,2.0,1.0,A,1.0,Everton,2.0,3.3,3.6,J Moss,2.25,2.88,3.6,0,1,0,0,0,0,0,3,3,5,0,0,8.0,27.0,2.0,10.0,3.0,8.0,0,1,0,1,0.8,0.4,0.8,0.6,0.4,0.6
5342,4.0,5.0,0.0,7.0,2.0,1.0,Stoke,30/08/14,E0,1.0,0.0,A,11.0,14.0,0.0,16.0,2.0,0.0,0.0,D,2.0,Man City,13.0,5.8,1.2,L Mason,21.0,5.5,1.2,1,0,0,0,0,0,7,0,8,1,0,0,9.0,19.0,4.0,3.0,6.0,5.0,4,6,5,0,0.6,1.0,0.4,1.0,1.0,0.0
5343,4.0,19.0,0.0,12.0,7.0,3.0,Crystal Palace,30/08/14,E0,3.0,3.0,D,11.0,12.0,0.0,18.0,4.0,1.0,1.0,D,1.0,Newcastle,4.5,3.5,1.75,M Jones,5.5,3.2,1.75,0,0,0,0,0,0,0,0,1,0,0,2,11.0,9.0,4.0,4.0,7.0,6.0,0,1,3,0,0.4,0.2,0.6,0.2,1.0,0.0
5344,6.0,9.0,0.0,16.0,6.0,2.0,Sunderland,30/08/14,E0,0.0,1.0,H,4.0,8.0,0.0,18.0,5.0,0.0,1.0,H,1.0,QPR,2.65,3.3,2.5,R Madley,3.1,2.9,2.5,0,0,0,0,0,0,0,0,0,2,5,0,9.0,11.0,1.0,3.0,6.0,4.0,0,1,1,0,0.8,0.0,0.4,0.2,0.3333333333333333,0.6666666666666666
5345,7.0,8.0,0.0,16.0,2.0,2.0,West Brom,30/08/14,E0,0.0,3.0,H,0.0,10.0,0.0,15.0,8.0,0.0,2.0,H,1.0,Swansea,4.2,3.5,1.8,P Tierney,4.5,3.1,1.91,1,0,0,0,0,0,3,0,3,2,0,0,10.0,8.0,5.0,2.0,2.0,5.0,1,0,0,1,0.2,0.8,0.2,0.6,0.6,0.4
5346,9.0,13.0,0.0,18.0,8.0,1.0,Southampton,30/08/14,E0,3.0,1.0,A,2.0,11.0,0.0,4.0,2.0,1.0,1.0,D,2.0,West Ham,2.65,3.3,2.5,M Dean,2.75,2.8,2.9,1,0,0,0,0,0,1,0,1,1,0,0,17.0,8.0,8.0,2.0,9.0,1.0,0,2,2,0,0.4,0.4,0.4,0.4,0.6,0.4
5347,7.0,10.0,0.0,9.0,3.0,4.0,Hull,31/08/14,E0,1.0,2.0,H,3.0,9.0,0.0,11.0,4.0,0.0,2.0,H,1.0,Aston Villa,3.3,3.3,2.1,M Clattenburg,3.4,2.88,2.38,0,0,0,0,0,0,0,0,2,2,0,0,9.0,9.0,0.0,2.0,7.0,4.0,0,3,5,0,0.2,0.4,0.2,0.6,1.0,0.0
5348,10.0,6.0,0.0,24.0,6.0,1.0,Arsenal,31/08/14,E0,1.0,1.0,D,5.0,14.0,0.0,9.0,3.0,1.0,1.0,D,3.0,Leicester,1.75,3.5,4.5,A Taylor,1.91,3.0,4.8,0,0,0,0,0,0,0,0,0,7,1,0,6.0,13.0,4.0,3.0,7.0,3.0,0,0,0,4,1.0,0.2,0.6,0.2,0.0,1.0
5349,3.0,11.0,0.0,17.0,8.0,4.0,Liverpool,31/08/14,E0,3.0,0.0,A,7.0,14.0,0.0,7.0,1.0,1.0,0.0,A,0.0,Tottenham,2.6,3.2,2.6,P Dowd,2.8,3.0,2.7,1,0,0,0,0,0,3,0,3,0,0,1,18.0,11.0,5.0,3.0,7.0,7.0,5,0,0,3,0.6,0.8,0.8,1.0,0.4,0.6
5350,3.0,15.0,0.0,15.0,8.0,4.0,Man City,13/09/14,E0,2.0,2.0,D,0.0,11.0,0.0,15.0,6.0,1.0,0.0,A,3.0,Arsenal,2.4,3.3,2.75,M Clattenburg,2.5,3.0,3.0,0,0,0,0,0,0,0,0,8,0,0,1,24.0,16.0,6.0,2.0,10.0,11.0,4,0,0,2,0.8,1.0,0.8,1.0,0.4,0.6
5351,4.0,11.0,0.0,11.0,2.0,3.0,Swansea,13/09/14,E0,2.0,4.0,H,7.0,12.0,0.0,29.0,9.0,1.0,1.0,D,0.0,Chelsea,9.0,5.0,1.3,K Friend,11.0,5.0,1.3,1,1,0,0,0,0,4,4,6,4,0,0,12.0,15.0,8.0,8.0,2.0,0.0,1,3,4,0,0.8,1.0,0.6,0.8,1.0,0.0
5352,5.0,10.0,0.0,11.0,3.0,3.0,Burnley,13/09/14,E0,0.0,0.0,D,5.0,12.0,0.0,14.0,3.0,0.0,0.0,D,2.0,Crystal Palace,3.6,3.3,2.0,M Dean,3.4,3.1,2.25,0,0,0,0,0,0,0,0,1,1,0,0,12.0,9.0,7.0,3.0,4.0,3.0,0,0,0,0,0.2,0.4,0.2,0.4,0.0,0.0
5353,6.0,10.0,0.0,5.0,1.0,1.0,Aston Villa,13/09/14,E0,1.0,0.0,A,7.0,9.0,0.0,18.0,1.0,1.0,0.0,A,2.0,Liverpool,10.0,5.2,1.27,L Mason,11.0,5.0,1.3,1,1,0,0,0,0,1,1,1,3,0,0,17.0,11.0,8.0,4.0,3.0,3.0,2,0,2,0,0.6,0.6,0.2,0.8,0.6,0.4
5354,5.0,7.0,0.0,9.0,4.0,2.0,Newcastle,13/09/14,E0,0.0,4.0,H,5.0,15.0,0.0,10.0,7.0,0.0,2.0,H,0.0,Southampton,3.8,3.45,1.9,C Foy,5.0,3.2,1.83,1,0,0,0,0,0,1,0,2,2,0,0,18.0,18.0,8.0,4.0,9.0,11.0,0,2,1,0,0.2,0.6,0.0,0.6,0.4,0.6
5355,3.0,15.0,0.0,8.0,1.0,0.0,Leicester,13/09/14,E0,1.0,0.0,A,13.0,8.0,0.0,24.0,4.0,0.0,0.0,D,3.0,Stoke,3.6,3.3,2.0,M Oliver,3.6,3.1,2.15,1,0,0,0,0,0,1,0,2,1,0,0,7.0,9.0,2.0,3.0,4.0,5.0,0,0,0,0,0.2,0.6,0.0,0.6,0.0,0.0
5356,5.0,13.0,0.0,15.0,6.0,1.0,Tottenham,13/09/14,E0,2.0,2.0,D,5.0,10.0,0.0,6.0,1.0,1.0,1.0,D,5.0,Sunderland,2.0,3.3,3.6,C Pawson,2.15,3.3,3.4,0,0,0,0,0,0,0,0,0,0,1,1,16.0,7.0,6.0,1.0,6.0,7.0,0,0,0,6,0.6,0.6,0.4,0.4,0.0,1.0
5357,1.0,8.0,0.0,11.0,4.0,3.0,Everton,13/09/14,E0,2.0,0.0,A,9.0,12.0,0.0,11.0,1.0,1.0,0.0,A,2.0,West Brom,2.2,3.2,3.2,A Taylor,2.2,3.2,3.4,0,0,0,0,0,0,0,0,0,0,1,1,16.0,17.0,2.0,7.0,7.0,8.0,0,1,0,1,0.4,0.2,0.8,0.4,0.4,0.6
5358,1.0,8.0,0.0,9.0,2.0,0.0,QPR,14/09/14,E0,0.0,4.0,H,3.0,11.0,0.0,19.0,9.0,0.0,3.0,H,1.0,Man United,10.0,5.2,1.27,P Dowd,11.0,5.0,1.3,0,1,0,0,0,0,0,1,2,1,0,0,7.0,18.0,2.0,5.0,6.0,4.0,0,2,4,0,0.2,0.4,0.0,0.6,1.0,0.0
5359,10.0,7.0,0.0,16.0,4.0,1.0,West Ham,15/09/14,E0,2.0,2.0,D,3.0,12.0,0.0,11.0,6.0,0.0,1.0,H,3.0,Hull,2.9,3.3,2.3,M Atkinson,3.5,3.1,2.2,0,0,0,0,0,0,0,0,0,0,1,1,9.0,4.0,3.0,2.0,7.0,2.0,0,2,0,1,0.4,0.2,0.4,0.4,0.4,0.6
5360,5.0,9.0,0.0,9.0,3.0,3.0,Arsenal,20/09/14,E0,3.0,0.0,A,5.0,11.0,0.0,6.0,2.0,3.0,0.0,A,1.0,Aston Villa,1.85,3.45,4.0,M Jones,1.83,3.4,4.5,1,0,0,0,0,0,2,0,4,9,0,0,5.0,15.0,1.0,6.0,6.0,0.0,1,0,0,1,1.0,0.6,0.6,0.6,0.2,0.8
5361,1.0,14.0,0.0,14.0,6.0,2.0,Sunderland,20/09/14,E0,0.0,0.0,D,5.0,14.0,0.0,17.0,6.0,0.0,0.0,D,1.0,Burnley,2.7,3.1,2.6,A Taylor,2.8,3.2,2.5,0,0,0,0,0,0,0,0,2,1,0,0,11.0,6.0,3.0,1.0,5.0,5.0,0,1,0,1,0.6,0.2,0.4,0.2,0.5,0.5
5362,2.0,11.0,0.0,10.0,3.0,2.0,Hull,20/09/14,E0,2.0,2.0,D,4.0,11.0,0.0,25.0,7.0,0.0,0.0,D,4.0,Newcastle,3.2,3.3,2.15,N Swarbrick,3.4,3.2,2.2,0,0,0,0,0,0,0,0,0,1,1,0,9.0,11.0,4.0,6.0,5.0,3.0,0,0,1,0,0.2,0.2,0.2,0.2,0.3333333333333333,0.6666666666666666
5363,1.0,15.0,0.0,8.0,4.0,4.0,Stoke,20/09/14,E0,2.0,2.0,D,10.0,6.0,0.0,21.0,5.0,1.0,1.0,D,2.0,QPR,2.7,3.1,2.6,M Atkinson,2.8,3.0,2.7,0,0,0,0,0,0,0,0,0,0,1,1,9.0,24.0,2.0,4.0,1.0,13.0,1,0,0,2,0.6,0.2,0.6,0.2,0.5,0.5
5364,4.0,15.0,0.0,11.0,4.0,4.0,Southampton,20/09/14,E0,1.0,0.0,A,2.0,11.0,1.0,5.0,2.0,0.0,0.0,D,0.0,Swansea,2.75,3.3,2.4,J Moss,2.8,3.25,2.5,0,1,0,0,0,0,0,2,0,3,1,0,11.0,10.0,2.0,7.0,4.0,5.0,2,0,0,2,0.8,0.8,0.4,0.6,0.0,1.0
5365,5.0,11.0,0.0,11.0,5.0,1.0,Liverpool,20/09/14,E0,1.0,3.0,H,7.0,16.0,0.0,13.0,7.0,1.0,2.0,H,4.0,West Ham,1.75,3.6,4.3,C Pawson,1.85,3.3,4.5,0,0,0,0,0,0,0,0,1,0,0,1,16.0,18.0,4.0,1.0,10.0,7.0,0,0,0,3,0.6,0.4,0.8,0.2,0.2,0.8
5366,1.0,13.0,0.0,10.0,3.0,2.0,Crystal Palace,21/09/14,E0,3.0,2.0,A,7.0,8.0,0.0,17.0,6.0,1.0,1.0,D,2.0,Everton,7.0,4.0,1.45,M Oliver,8.0,4.5,1.4,1,0,0,0,0,0,1,0,1,2,0,0,11.0,14.0,4.0,3.0,1.0,5.0,0,0,0,1,0.4,0.4,0.6,0.4,0.6666666666666666,0.3333333333333333
5367,4.0,9.0,1.0,16.0,5.0,1.0,Man United,21/09/14,E0,3.0,5.0,H,2.0,11.0,0.0,15.0,5.0,2.0,1.0,A,1.0,Leicester,1.55,3.9,5.6,M Clattenburg,1.67,3.5,5.5,1,1,0,0,0,0,1,1,2,3,0,0,8.0,19.0,1.0,9.0,3.0,3.0,0,0,0,6,0.6,0.4,0.8,0.2,0.0,1.0
5368,2.0,12.0,0.0,6.0,2.0,4.0,Chelsea,21/09/14,E0,1.0,1.0,D,14.0,16.0,1.0,16.0,4.0,0.0,0.0,D,3.0,Man City,2.75,3.3,2.4,M Dean,3.1,3.1,2.4,0,1,0,0,0,0,0,5,1,7,0,0,15.0,29.0,8.0,9.0,3.0,7.0,0,0,0,2,1.0,0.8,1.0,0.8,0.4,0.6
5369,7.0,7.0,0.0,10.0,4.0,2.0,West Brom,21/09/14,E0,1.0,0.0,A,9.0,12.0,0.0,7.0,1.0,0.0,0.0,D,2.0,Tottenham,6.1,4.0,1.5,K Friend,7.0,3.75,1.53,0,0,0,0,0,0,0,0,1,0,0,2,15.0,11.0,6.0,1.0,5.0,9.0,0,4,4,0,0.0,0.6,0.2,0.8,0.8,0.2
5370,5.0,16.0,0.0,6.0,4.0,6.0,Tottenham,27/09/14,E0,1.0,1.0,D,15.0,7.0,0.0,16.0,6.0,0.0,0.0,D,3.0,Arsenal,4.2,3.5,1.8,M Oliver,4.5,3.5,1.8,1,0,0,0,0,0,1,0,10,0,0,1,9.0,7.0,3.0,1.0,5.0,9.0,0,3,2,0,0.6,1.0,0.4,1.0,0.8,0.2
5371,2.0,9.0,0.0,7.0,1.0,2.0,Aston Villa,27/09/14,E0,0.0,3.0,H,9.0,11.0,0.0,17.0,8.0,0.0,1.0,H,2.0,Chelsea,10.3,5.5,1.25,P Dowd,12.0,5.5,1.25,0,0,0,0,0,0,0,0,8,0,0,1,6.0,6.0,2.0,2.0,2.0,5.0,2,2,0,1,0.6,1.0,0.4,0.8,0.8,0.2
5372,6.0,9.0,0.0,7.0,1.0,2.0,Leicester,27/09/14,E0,0.0,2.0,H,6.0,14.0,0.0,16.0,6.0,0.0,0.0,D,0.0,Crystal Palace,2.75,3.2,2.5,K Stroud,2.7,3.1,2.7,1,1,0,0,0,1,1,2,3,3,0,0,10.0,15.0,3.0,5.0,1.0,2.0,0,0,0,0,0.6,0.4,0.2,0.4,0.0,0.0
5373,8.0,6.0,0.0,20.0,6.0,2.0,Man City,27/09/14,E0,4.0,2.0,A,3.0,10.0,0.0,10.0,5.0,2.0,2.0,D,0.0,Hull,1.57,3.8,5.5,A Taylor,1.57,3.6,6.5,0,0,0,0,0,0,0,0,2,2,0,0,10.0,16.0,3.0,4.0,2.0,14.0,0,0,0,2,0.8,0.2,0.8,0.4,0.25,0.75
5374,2.0,9.0,0.0,11.0,5.0,1.0,Everton,27/09/14,E0,1.0,1.0,D,8.0,8.0,0.0,24.0,8.0,0.0,0.0,D,2.0,Liverpool,4.2,3.5,1.8,M Atkinson,4.0,3.4,1.91,0,0,0,0,0,0,0,0,0,0,2,1,11.0,17.0,5.0,6.0,5.0,7.0,0,7,3,0,0.4,0.4,0.8,0.6,0.8,0.2
5375,10.0,12.0,0.0,13.0,4.0,3.0,West Ham,27/09/14,E0,1.0,2.0,H,7.0,10.0,1.0,8.0,3.0,1.0,2.0,H,1.0,Man United,7.6,4.8,1.35,L Mason,8.0,4.5,1.4,0,1,1,0,0,0,0,1,0,2,1,0,16.0,13.0,5.0,7.0,4.0,7.0,1,6,10,0,0.4,0.4,0.4,0.6,1.0,0.0
5376,3.0,11.0,0.0,10.0,2.0,1.0,QPR,27/09/14,E0,1.0,2.0,H,6.0,12.0,0.0,19.0,9.0,0.0,0.0,D,2.0,Southampton,6.1,4.0,1.5,M Clattenburg,8.0,4.0,1.44,1,0,0,0,0,0,3,0,4,1,0,0,11.0,21.0,4.0,5.0,4.0,10.0,1,0,0,1,0.2,0.8,0.0,0.8,0.5,0.5
5377,1.0,15.0,1.0,7.0,1.0,1.0,Swansea,27/09/14,E0,0.0,0.0,D,10.0,13.0,0.0,15.0,3.0,0.0,0.0,D,2.0,Sunderland,2.7,3.1,2.6,C Foy,2.7,3.1,2.7,0,0,0,0,0,0,0,0,2,0,0,2,14.0,5.0,6.0,2.0,1.0,2.0,0,0,0,2,0.6,0.6,0.6,0.4,0.3333333333333333,0.6666666666666666
5378,2.0,9.0,0.0,10.0,2.0,2.0,Burnley,28/09/14,E0,0.0,4.0,H,10.0,7.0,0.0,20.0,6.0,0.0,2.0,H,1.0,West Brom,3.8,3.45,1.9,J Moss,4.0,3.2,2.0,1,0,0,0,0,0,1,0,1,3,0,0,10.0,17.0,4.0,6.0,7.0,5.0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0
5379,10.0,15.0,0.0,16.0,1.0,2.0,Newcastle,29/09/14,E0,0.0,1.0,H,2.0,20.0,0.0,12.0,3.0,0.0,1.0,H,1.0,Stoke,3.4,3.2,2.1,C Pawson,3.5,3.2,2.15,0,0,0,0,0,0,0,0,1,1,0,0,8.0,25.0,4.0,7.0,1.0,4.0,0,2,1,0,0.2,0.6,0.0,0.4,0.4,0.6
5380,7.0,6.0,0.0,27.0,7.0,1.0,Man City,04/10/14,E0,2.0,0.0,A,0.0,4.0,0.0,6.0,1.0,0.0,0.0,D,0.0,Aston Villa,1.55,3.9,5.6,C Foy,1.53,3.75,7.0,0,1,0,0,0,0,0,1,0,3,2,0,7.0,20.0,1.0,6.0,2.0,8.0,0,1,0,1,0.8,0.6,0.8,0.4,0.2,0.8
5381,7.0,14.0,0.0,11.0,2.0,2.0,Crystal Palace,04/10/14,E0,0.0,2.0,H,6.0,6.0,0.0,15.0,2.0,0.0,0.0,D,1.0,Hull,3.1,3.3,2.2,M Dean,3.8,3.1,2.1,0,1,0,0,0,0,0,2,0,4,1,0,10.0,16.0,5.0,6.0,3.0,6.0,0,0,0,2,0.4,0.2,0.8,0.4,0.0,1.0
5382,3.0,12.0,0.0,10.0,4.0,2.0,Burnley,04/10/14,E0,2.0,2.0,D,9.0,16.0,0.0,15.0,6.0,1.0,2.0,H,2.0,Leicester,4.5,3.5,1.75,P Dowd,5.0,3.25,1.8,0,0,0,0,0,0,0,0,0,0,1,1,7.0,10.0,1.0,2.0,6.0,2.0,1,0,0,0,0.2,0.4,0.2,0.4,0.0,0.0
5383,5.0,15.0,0.0,8.0,4.0,2.0,West Brom,04/10/14,E0,1.0,2.0,H,5.0,12.0,0.0,19.0,7.0,0.0,1.0,H,2.0,Liverpool,7.0,4.0,1.45,M Oliver,7.0,4.33,1.44,0,1,0,0,0,0,0,2,1,2,0,0,24.0,20.0,8.0,6.0,8.0,10.0,0,1,1,0,0.4,0.4,0.2,0.6,0.4,0.6
5384,4.0,17.0,0.0,11.0,5.0,4.0,Stoke,04/10/14,E0,1.0,3.0,H,7.0,10.0,0.0,8.0,3.0,1.0,2.0,H,3.0,Sunderland,2.9,3.15,2.4,N Swarbrick,2.9,3.0,2.6,0,1,0,0,0,0,0,1,3,2,0,0,15.0,12.0,3.0,3.0,10.0,2.0,0,4,1,0,0.6,0.6,0.6,0.4,0.6,0.4
5385,1.0,15.0,0.0,9.0,4.0,3.0,Newcastle,04/10/14,E0,2.0,2.0,D,3.0,11.0,0.0,11.0,5.0,1.0,1.0,D,1.0,Swansea,4.5,3.5,1.75,L Mason,4.2,3.3,1.91,0,0,0,0,0,0,0,0,1,0,0,1,7.0,16.0,1.0,1.0,1.0,10.0,0,2,4,0,0.2,0.6,0.0,0.6,0.8,0.2
5386,2.0,10.0,0.0,10.0,0.0,3.0,Arsenal,05/10/14,E0,0.0,2.0,H,2.0,14.0,0.0,5.0,3.0,0.0,1.0,H,4.0,Chelsea,5.0,3.6,1.67,M Atkinson,5.5,3.6,1.67,1,0,0,0,0,0,1,0,9,11,0,0,17.0,16.0,8.0,6.0,9.0,15.0,3,2,3,0,1.0,1.0,0.6,0.8,0.6,0.4
5387,6.0,11.0,0.0,10.0,6.0,3.0,Everton,05/10/14,E0,1.0,2.0,H,11.0,18.0,0.0,15.0,4.0,0.0,1.0,H,4.0,Man United,4.7,3.6,1.7,K Friend,5.5,3.6,1.67,1,0,0,0,0,0,1,0,1,1,0,0,8.0,11.0,3.0,5.0,7.0,2.0,2,0,0,2,0.4,0.6,0.8,0.6,0.4,0.6
5388,5.0,9.0,0.0,7.0,3.0,1.0,Southampton,05/10/14,E0,0.0,1.0,H,10.0,15.0,0.0,9.0,4.0,0.0,1.0,H,2.0,Tottenham,3.3,3.3,2.1,M Jones,3.4,3.1,2.25,0,1,0,0,0,0,0,4,1,5,0,0,6.0,19.0,4.0,9.0,5.0,6.0,0,3,4,0,0.8,0.6,0.6,0.6,0.8,0.2
5389,5.0,11.0,0.0,10.0,3.0,2.0,QPR,05/10/14,E0,0.0,2.0,H,7.0,10.0,0.0,11.0,3.0,0.0,1.0,H,2.0,West Ham,3.8,3.45,1.9,A Taylor,4.0,3.3,1.95,0,0,0,0,0,0,0,0,0,0,1,1,13.0,10.0,4.0,2.0,10.0,3.0,1,0,1,0,0.2,0.4,0.0,0.4,1.0,0.0
5390,0.0,13.0,0.0,4.0,4.0,2.0,Hull,18/10/14,E0,2.0,2.0,D,10.0,9.0,0.0,25.0,9.0,1.0,1.0,D,2.0,Arsenal,7.6,4.8,1.35,R East,8.0,4.0,1.44,0,1,0,0,0,0,0,1,0,1,1,0,10.0,15.0,0.0,2.0,2.0,6.0,0,2,5,0,0.4,0.8,0.2,1.0,1.0,0.0
5391,7.0,10.0,0.0,22.0,6.0,1.0,West Ham,18/10/14,E0,3.0,1.0,A,5.0,3.0,0.0,17.0,3.0,0.0,0.0,D,0.0,Burnley,2.6,3.2,2.6,K Friend,2.7,3.0,2.8,0,1,0,0,0,0,0,1,1,1,0,0,10.0,11.0,4.0,3.0,3.0,7.0,0,1,1,0,0.6,0.2,0.2,0.2,0.5,0.5
5392,2.0,7.0,1.0,14.0,5.0,1.0,Chelsea,18/10/14,E0,2.0,1.0,A,3.0,13.0,1.0,7.0,4.0,1.0,0.0,A,1.0,Crystal Palace,1.4,4.4,7.3,C Pawson,1.44,4.0,8.0,0,1,0,0,0,0,0,2,0,10,1,0,11.0,5.0,2.0,3.0,7.0,2.0,1,1,1,0,1.0,0.4,1.0,0.6,0.25,0.75
5393,4.0,16.0,0.0,10.0,2.0,2.0,Aston Villa,18/10/14,E0,0.0,3.0,H,3.0,11.0,0.0,15.0,6.0,0.0,1.0,H,2.0,Everton,5.1,3.6,1.65,A Taylor,6.0,3.6,1.62,0,0,0,0,0,0,0,0,0,0,1,3,10.0,6.0,6.0,1.0,6.0,0.0,0,1,3,0,0.4,0.4,0.4,0.2,0.6,0.4
5394,4.0,9.0,1.0,19.0,7.0,2.0,Tottenham,18/10/14,E0,1.0,4.0,H,3.0,11.0,0.0,20.0,12.0,1.0,2.0,H,1.0,Man City,7.0,4.0,1.45,J Moss,7.0,4.0,1.5,1,1,0,0,0,0,2,1,4,2,0,0,27.0,9.0,7.0,4.0,7.0,10.0,0,4,2,0,0.6,0.8,0.4,0.8,0.8,0.2
5395,7.0,15.0,0.0,7.0,2.0,3.0,Leicester,18/10/14,E0,0.0,1.0,H,10.0,13.0,0.0,19.0,6.0,0.0,0.0,D,0.0,Newcastle,3.3,3.3,2.1,M Atkinson,3.5,3.1,2.2,0,0,0,0,0,0,0,0,1,1,0,0,9.0,15.0,4.0,6.0,1.0,9.0,0,3,3,0,0.4,0.2,0.2,0.2,1.0,0.0
